data_type time_ps proc_0_0 proc_0_1 proc_0_2 proc_0_3 proc_0_4 proc_0_5 proc_0_6 proc_0_7 proc_0_8 proc_0_9 proc_1_0 proc_1_1 proc_1_2 proc_1_3 proc_1_4 proc_1_5 proc_1_6 proc_1_7 proc_1_8 proc_1_9 proc_2_0 proc_2_1 proc_2_2 proc_2_3 proc_2_4 proc_2_5 proc_2_6 proc_2_7 proc_2_8 proc_2_9 proc_3_0 proc_3_1 proc_3_2 proc_3_3 proc_3_4 proc_3_5 proc_3_6 proc_3_7 proc_3_8 proc_3_9 proc_4_0 proc_4_1 proc_4_2 proc_4_3 proc_4_4 proc_4_5 proc_4_6 proc_4_7 proc_4_8 proc_4_9 proc_5_0 proc_5_1 proc_5_2 proc_5_3 proc_5_4 proc_5_5 proc_5_6 proc_5_7 proc_5_8 proc_5_9 proc_6_0 proc_6_1 proc_6_2 proc_6_3 proc_6_4 proc_6_5 proc_6_6 proc_6_7 proc_6_8 proc_6_9 proc_7_0 proc_7_1 proc_7_2 proc_7_3 proc_7_4 proc_7_5 proc_7_6 proc_7_7 proc_7_8 proc_7_9 proc_8_0 proc_8_1 proc_8_2 proc_8_3 proc_8_4 proc_8_5 proc_8_6 proc_8_7 proc_8_8 proc_8_9 proc_9_0 proc_9_1 proc_9_2 proc_9_3 proc_9_4 proc_9_5 proc_9_6 proc_9_7 proc_9_8 proc_9_9
power_mW 12150251 1.0260e+001 7.5200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0500e+001 9.1600e+000 1.0100e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0700e+001 7.7600e+000 1.0100e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 8.9600e+000 7.1600e+000 9.9200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.2600e+000 1.0560e+001 1.4820e+001 7.6400e+000 1.0660e+001 6.5600e+000 1.0100e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 3.2000e-001 1.1300e+001 1.3820e+001 2.6000e+000 4.2000e+000 9.9400e+000 2.0000e-001 2.0000e-001 6.8000e-001 6.0000e-001 5.8200e+000 5.6000e-001 2.0000e-001 2.2800e+000 5.6000e-001 9.7800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 6.2800e+000 3.6400e+000 9.9000e+000 2.0000e-001 6.8000e-001 1.1980e+001 8.5400e+000 5.6000e-001 2.2600e+000 8.7600e+000 9.8400e+000 6.4400e+000 1.0280e+001 6.8000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.2800e+000 6.9400e+000 1.7200e+000 1.0120e+001 9.5200e+000 7.4600e+000 5.4800e+000 2.4600e+000 2.3400e+000 1.5000e+000 2.8200e+000 4.0000e+000 4.4800e+000
activity 12200561 1.0000e+000 6.6376e-004 -2.3308e-003 -1.7776e-003 -5.5885e-004 -6.8855e-004 -1.3275e-003 -9.2697e-004 1.0087e+000 6.1664e-001 1.0005e+000 -3.0708e-003 1.3351e-004 -1.0757e-003 -4.9591e-004 9.3842e-004 -6.0844e-004 -1.0567e-003 1.0012e+000 6.4295e-001 1.0016e+000 9.5749e-004 -2.0409e-003 -2.7847e-004 -1.9760e-003 -5.5122e-004 2.5964e-001 7.7622e-001 8.3481e-001 6.6805e-001 1.0002e+000 -6.5994e-004 2.5788e-001 3.0712e-001 7.9272e-001 9.9964e-001 4.6576e-002 -1.1559e-003 8.3909e-001 1.2845e-001 1.0021e+000 -1.9569e-003 -8.6975e-004 -1.3733e-003 -8.7547e-004 9.0486e-001 9.9926e-001 6.9606e-001 9.9669e-001 6.9213e-001 9.8954e-001 -8.6594e-004 -3.2959e-003 -1.7242e-003 -1.1978e-003 -1.2741e-003 -3.2425e-004 -1.7071e-003 -2.1782e-003 8.2973e-002 9.9597e-001 -1.9989e-003 -3.2158e-003 -1.2970e-004 -1.7776e-003 -5.9509e-004 -1.0586e-003 -5.4741e-004 1.1215e-003 -9.9182e-005 9.9641e-001 1.6394e-001 3.0655e-002 -9.0790e-004 9.1553e-004 9.9789e-002 1.0080e+000 1.0057e+000 -1.1063e-004 -3.6240e-005 7.6497e-001 9.5908e-001 5.5064e-001 1.3545e-001 3.2181e-002 -1.2550e-003 -9.0027e-004 -4.3869e-005 -5.1117e-004 -3.5572e-004 -6.0463e-004 2.9562e-001 6.5857e-001 9.2780e-001 8.0438e-001 3.8325e-001 1.5062e-002 1.0061e+000 -1.9073e-005 -6.3896e-005
utilization 12200561 1.0001e+000 6.6376e-004 -2.3384e-003 -1.7776e-003 -5.5695e-004 -6.8665e-004 -1.3275e-003 -9.2697e-004 1.0091e+000 6.1732e-001 1.0016e+000 -3.0708e-003 1.3351e-004 -1.0719e-003 -4.9591e-004 9.3842e-004 -6.1035e-004 -1.0567e-003 1.0019e+000 6.4307e-001 1.0026e+000 9.5367e-004 -2.0409e-003 -2.7847e-004 -1.9722e-003 -5.5695e-004 2.5976e-001 7.7657e-001 8.3487e-001 6.6871e-001 1.0010e+000 -6.6376e-004 2.5800e-001 3.0713e-001 7.9303e-001 1.0171e+000 4.6614e-002 -1.1578e-003 8.3937e-001 1.2850e-001 1.0197e+000 -1.9608e-003 -8.7357e-004 -1.3695e-003 -8.7357e-004 9.0588e-001 9.9939e-001 6.9657e-001 9.9693e-001 6.9271e-001 9.8982e-001 -8.6594e-004 -3.2921e-003 -1.7281e-003 -1.2054e-003 -1.2779e-003 -3.2234e-004 -1.7052e-003 -2.1744e-003 8.3015e-002 9.9642e-001 -1.9989e-003 -3.2158e-003 -1.2970e-004 -1.7815e-003 -5.9509e-004 -1.0605e-003 -5.4741e-004 1.1253e-003 -9.9182e-005 9.9683e-001 1.6407e-001 3.0663e-002 -9.1553e-004 9.1934e-004 9.9859e-002 1.0081e+000 1.0063e+000 -1.0681e-004 -3.8147e-005 7.6590e-001 9.5921e-001 5.5079e-001 1.3552e-001 3.2211e-002 -1.2589e-003 -8.9836e-004 -4.3869e-005 -5.1117e-004 -3.5667e-004 -6.0463e-004 2.9574e-001 6.5931e-001 9.2842e-001 8.0449e-001 3.8358e-001 1.5074e-002 1.0231e+000 -1.9073e-005 -6.3896e-005
stalled 12200561 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 0 0 0 1 0 1 1 0 0 0 1 1 1 1 0 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1
input_buffers[0].num_writes 12200561 13479 678 624 560 474 388 338 261 389 3824 12130 678 624 570 516 446 361 286 439 3514 10792 678 624 570 516 446 361 299 452 3152 9456 678 624 570 490 410 356 286 439 2770 8117 678 620 534 448 364 306 229 339 2420 6784 678 624 570 516 462 388 311 489 2171 5448 678 624 570 516 462 388 336 539 1785 4108 693 625 571 516 446 363 304 470 1349 2755 704 646 579 517 463 386 311 489 971 1378 704 650 596 542 479 413 355 602 585
input_buffers[0].num_reads 12200561 13458 678 614 528 444 358 306 229 357 3818 12120 678 624 570 500 416 331 254 416 3500 10784 678 624 570 500 416 331 279 452 3139 9445 678 624 544 464 385 331 254 407 2738 8111 674 588 502 418 335 281 204 307 2400 6776 678 624 570 516 442 356 279 457 2144 5436 678 624 570 516 442 356 304 507 1753 4098 684 625 570 500 417 346 279 449 1317 2755 701 633 576 517 442 356 279 457 939 1378 704 650 596 534 468 410 354 585 553
input_buffers[1].num_writes 12200561 0 650 600 525 450 375 325 250 3498 0 0 650 600 550 500 425 350 275 3139 0 0 650 600 550 500 425 350 275 2738 0 0 650 600 532 452 375 350 275 2398 0 0 650 575 500 425 350 300 225 2142 0 0 650 600 550 500 450 375 300 1753 0 0 650 600 550 500 450 375 325 1317 0 0 650 600 550 500 425 350 300 939 0 0 675 600 550 500 450 375 300 553 0 0 675 625 575 524 450 400 350 0 0
input_buffers[1].num_reads 12200561 0 650 575 500 425 350 300 225 3478 0 0 650 600 550 475 400 325 250 3107 0 0 650 600 550 475 400 325 250 2707 0 0 650 582 504 426 375 325 250 2370 0 0 625 550 475 400 325 275 200 2122 0 0 650 600 550 500 425 350 275 1721 0 0 650 600 550 500 425 350 300 1285 0 0 650 600 550 475 400 325 275 907 0 0 650 600 550 500 425 350 275 521 0 0 675 625 575 500 450 400 350 0 0
power_mW 12200561 1.0260e+001 7.5200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0860e+001 9.4400e+000 1.0260e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.2000e-001 1.0760e+001 8.1200e+000 1.0420e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 3.7000e+000 1.1000e+001 1.0360e+001 7.3200e+000 1.0100e+001 6.8000e-001 3.9000e+000 5.3000e+000 1.1340e+001 1.4260e+001 1.0200e+000 5.6000e-001 9.8600e+000 2.2400e+000 1.0320e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0940e+001 1.4460e+001 7.9600e+000 1.1180e+001 7.8400e+000 1.0220e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 3.2000e-001 1.8000e+000 9.7800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.8800e+000 3.1400e+000 1.5000e+000 4.4000e-001 2.0000e-001 2.3400e+000 1.2120e+001 1.4340e+001 2.0000e-001 2.0000e-001 9.7800e+000 1.3440e+001 1.0120e+001 5.0000e+000 1.6200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 6.5600e+000 4.9400e+000 7.8400e+000 1.0640e+001 1.1360e+001 6.1200e+000 2.0200e+000 1.4380e+001 2.0000e-001 2.0000e-001
activity 12250097 9.9998e-001 6.5613e-004 2.8191e-003 5.6458e-004 1.5602e-003 1.0509e-003 2.7275e-004 2.9373e-004 9.9821e-001 5.9272e-001 9.9896e-001 2.0599e-003 1.2970e-004 1.4610e-003 -4.9591e-004 9.3079e-004 4.8829e-001 9.6569e-001 6.8454e-001 6.4688e-001 9.6584e-001 9.4604e-004 6.4468e-004 2.5291e-003 2.9411e-003 1.7969e-001 1.0061e+000 9.9735e-001 2.1127e-001 4.0855e-003 1.0002e+000 1.7662e-003 3.0618e-001 6.6604e-001 9.9348e-001 9.8509e-001 9.2316e-004 1.4801e-003 4.0665e-003 4.0245e-003 9.9576e-001 1.9883e-001 3.2018e-001 7.1091e-001 8.6192e-001 9.8899e-001 8.1970e-002 1.0033e-003 1.9370e-001 3.4588e-002 9.9806e-001 1.7319e-003 2.2125e-003 8.9645e-004 1.1902e-003 1.0719e-003 1.4191e-003 1.1444e-003 4.3422e-001 3.7037e-001 9.9599e-001 3.4923e-001 3.4519e-002 3.3234e-002 9.1171e-004 1.8082e-003 8.9073e-004 1.0166e-003 5.4762e-001 4.5027e-001 6.2551e-001 9.1834e-001 8.0373e-001 5.2076e-001 8.5979e-001 9.9137e-001 9.7673e-001 2.4846e-001 2.1674e-001 3.2796e-001 2.1439e-003 9.9299e-001 9.9117e-001 1.0046e+000 5.3487e-001 1.0223e-003 9.6703e-004 -4.1962e-005 1.0777e-003 6.6090e-004 9.4032e-004 2.0370e-003 1.7090e-003 1.0338e-003 1.0014e+000 9.9971e-001 9.2891e-001 3.3676e-001 -1.8120e-005 5.1308e-004
utilization 12250097 1.0001e+000 6.5613e-004 2.8267e-003 5.6076e-004 1.5602e-003 1.0509e-003 2.7275e-004 2.9373e-004 9.9855e-001 5.9336e-001 1.0001e+000 2.0638e-003 1.2970e-004 1.4572e-003 -4.9591e-004 9.3460e-004 4.8839e-001 9.6579e-001 6.8502e-001 6.4701e-001 9.6671e-001 9.4604e-004 6.4468e-004 2.5291e-003 2.9411e-003 1.7979e-001 1.0066e+000 9.9780e-001 2.2711e-001 4.0932e-003 1.0010e+000 1.7662e-003 3.0633e-001 6.6605e-001 9.9386e-001 9.6922e-001 9.2316e-004 1.4820e-003 4.0588e-003 4.0283e-003 9.7978e-001 1.9890e-001 3.2019e-001 7.1110e-001 8.6218e-001 1.0066e+000 8.1984e-002 1.0033e-003 1.9374e-001 3.4615e-002 9.9833e-001 1.7319e-003 2.2125e-003 9.0027e-004 1.1940e-003 1.0757e-003 1.4172e-003 1.1444e-003 4.3460e-001 3.7055e-001 9.9644e-001 3.4931e-001 3.4531e-002 3.3260e-002 9.1553e-004 1.8044e-003 8.9264e-004 1.0185e-003 5.4826e-001 4.5057e-001 6.2577e-001 9.1904e-001 8.0408e-001 5.2091e-001 8.6041e-001 9.9210e-001 9.7684e-001 2.4859e-001 2.3348e-001 3.2807e-001 2.1477e-003 9.9311e-001 9.9144e-001 1.0050e+000 5.3545e-001 1.0262e-003 9.6703e-004 -4.1962e-005 1.0796e-003 6.6185e-004 9.4032e-004 2.0370e-003 1.7128e-003 1.0300e-003 1.0016e+000 1.0006e+000 9.2942e-001 3.2005e-001 -1.8120e-005 5.1403e-004
stalled 12250097 0 0 1 1 1 1 1 0 0 0 0 1 1 1 1 1 0 0 0 1 0 1 1 1 0 0 0 0 0 1 0 1 1 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1
input_buffers[0].num_writes 12250097 13535 678 624 560 474 388 338 261 389 3860 12186 678 624 570 516 446 361 304 452 3552 10847 678 624 570 516 446 365 304 472 3152 9510 678 624 570 492 410 356 286 439 2770 8172 678 624 544 464 385 306 236 339 2434 6835 678 624 570 516 462 388 311 489 2198 5503 704 627 571 517 462 388 336 539 1802 4132 704 650 596 524 462 382 310 482 1352 2755 704 650 596 541 472 386 311 489 971 1378 704 650 596 542 488 434 376 617 585
input_buffers[0].num_reads 12250097 13514 678 614 528 444 358 306 229 364 3855 12175 678 624 570 500 416 331 279 452 3539 10838 678 624 570 500 420 351 279 457 3139 9500 678 624 550 464 410 331 254 407 2738 8162 678 598 518 443 358 281 204 307 2402 6831 678 624 570 516 442 356 279 457 2166 5485 684 625 571 516 442 356 304 507 1780 4132 704 650 578 516 436 356 279 457 1337 2755 704 650 596 526 442 356 279 457 939 1378 704 650 596 542 488 430 354 585 553
input_buffers[1].num_writes 12250097 0 650 600 525 450 375 325 250 3539 0 0 650 600 550 500 425 350 282 3139 0 0 650 600 550 500 425 350 300 2738 0 0 650 600 550 475 400 350 275 2402 0 0 650 582 506 430 375 300 225 2166 0 0 650 600 550 500 450 375 300 1780 0 0 650 600 550 500 450 375 325 1336 0 0 675 625 559 500 433 360 300 939 0 0 675 625 563 500 450 375 300 553 0 0 675 625 575 525 471 408 350 0 0
input_buffers[1].num_reads 12250097 0 650 575 500 425 350 300 225 3507 0 0 650 600 550 475 400 325 261 3107 0 0 650 600 550 475 400 325 275 2707 0 0 650 600 525 450 399 325 250 2370 0 0 632 558 481 425 350 275 200 2134 0 0 650 600 550 500 425 350 275 1748 0 0 650 600 550 500 425 350 300 1307 0 0 675 611 550 484 410 350 275 907 0 0 675 613 550 500 425 350 275 521 0 0 675 625 575 522 458 400 350 0 0
power_mW 12250097 1.0260e+001 7.5200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 5.6000e-001 1.0760e+001 9.1200e+000 1.0100e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 6.8400e+000 1.3100e+001 8.9600e+000 7.3200e+000 1.0180e+001 2.0000e-001 2.0000e-001 2.0000e-001 5.6000e-001 3.5600e+000 1.1880e+001 1.2460e+001 8.8800e+000 2.0000e-001 1.0100e+001 1.2800e+000 7.2200e+000 1.0040e+001 1.2440e+001 1.3760e+001 2.0000e-001 2.0000e-001 5.6000e-001 2.0000e-001 1.0040e+001 3.5000e+000 5.0600e+000 1.0700e+001 9.7400e+000 1.4380e+001 1.3800e+000 5.6000e-001 2.7600e+000 1.1600e+000 1.0100e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 5.8400e+000 4.3600e+000 9.8000e+000 5.3400e+000 2.5800e+000 1.5000e+000 4.4000e-001 2.0000e-001 2.0000e-001 2.0000e-001 7.1400e+000 5.7200e+000 8.8600e+000 1.0000e+001 1.0260e+001 8.5000e+000 1.1840e+001 1.2700e+001 1.3620e+001 4.1800e+000 3.9600e+000 4.5800e+000 5.6000e+000 1.3660e+001 1.3120e+001 1.2660e+001 8.5000e+000 5.6000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 5.6000e-001 1.0600e+000 1.3120e+001 1.3000e+001 1.2820e+001 4.1400e+000 5.6000e-001 2.0000e-001
activity 12300407 1.0000e+000 -1.7319e-003 -2.3193e-003 5.5695e-004 -5.5885e-004 -6.8283e-004 4.5658e-001 9.4651e-001 7.1091e-001 7.1623e-001 1.0005e+000 -4.9591e-004 1.3351e-004 -1.0681e-003 2.5031e-001 4.9515e-001 1.0055e+000 1.0120e+000 4.6881e-001 -2.1439e-003 1.0016e+000 -1.5068e-003 6.4087e-004 -3.0746e-003 9.2942e-001 1.0039e+000 9.3867e-001 3.2137e-001 3.6021e-001 -3.5286e-003 1.0002e+000 -6.5994e-004 -2.2202e-003 8.0932e-001 1.0077e+000 6.4768e-001 -5.7793e-004 -1.1482e-003 2.3769e-001 2.4257e-001 1.0021e+000 3.0888e-001 6.8628e-001 9.9498e-001 2.5894e-001 1.9707e-001 7.0572e-005 -1.2417e-003 2.0609e-001 2.5098e-001 9.9807e-001 6.6953e-001 3.3924e-001 3.0373e-002 3.0807e-002 -1.2627e-003 -3.2616e-004 -2.7657e-004 -2.1706e-003 4.9450e-002 4.4079e-001 9.9665e-001 8.8937e-001 4.6692e-001 8.8100e-002 -2.9793e-003 -1.0509e-003 -5.4550e-004 2.4660e-001 -9.9182e-005 -3.7155e-003 -6.1035e-005 2.4304e-001 1.0047e+000 1.0089e+000 1.0059e+000 -1.0147e-003 4.5919e-002 5.8370e-001 1.1476e-001 -4.3869e-003 9.3277e-002 5.6424e-001 1.0045e+000 -2.4300e-003 -1.2474e-003 -8.9073e-004 -4.0054e-005 3.1261e-001 3.0784e-001 -6.0081e-004 -6.8283e-004 -1.1292e-003 -1.4343e-003 2.9531e-001 7.4980e-001 1.0082e+000 -7.9155e-004 3.2784e-002 2.0607e-001
utilization 12300407 1.0165e+000 -1.7319e-003 -2.3193e-003 5.6076e-004 -5.5885e-004 -6.8283e-004 4.5688e-001 9.4682e-001 7.1117e-001 7.1701e-001 1.0016e+000 -4.9591e-004 1.2970e-004 -1.0719e-003 2.5050e-001 4.9548e-001 1.0057e+000 1.0121e+000 4.6914e-001 -2.1439e-003 1.0026e+000 -1.5106e-003 6.4087e-004 -3.0823e-003 9.2968e-001 1.0044e+000 9.3910e-001 3.2151e-001 3.4441e-001 -3.5286e-003 1.0010e+000 -6.5613e-004 -2.2240e-003 8.0933e-001 1.0081e+000 6.4821e-001 -5.7983e-004 -1.1482e-003 2.3777e-001 2.4266e-001 1.0029e+000 3.0898e-001 6.8630e-001 9.9525e-001 2.5902e-001 1.8081e-001 6.8665e-005 -1.2417e-003 2.0613e-001 2.5119e-001 9.9834e-001 6.6961e-001 3.3931e-001 3.0392e-002 3.0819e-002 -1.2627e-003 -3.2425e-004 -2.7657e-004 -2.1782e-003 4.9473e-002 4.4098e-001 9.9688e-001 8.8972e-001 4.6726e-001 8.8169e-002 -2.9755e-003 -1.0509e-003 -5.4741e-004 2.4689e-001 -9.9182e-005 -3.7155e-003 -6.1035e-005 2.4315e-001 1.0050e+000 1.0096e+000 1.0066e+000 -1.0166e-003 4.5946e-002 5.6718e-001 1.1480e-001 -4.3983e-003 9.3285e-002 5.6438e-001 1.0050e+000 -2.4300e-003 -1.2474e-003 -8.9264e-004 -4.0054e-005 3.1267e-001 3.0787e-001 -6.0081e-004 -6.8283e-004 -1.1330e-003 -1.4305e-003 2.9536e-001 7.5043e-001 1.0087e+000 -7.9155e-004 3.2808e-002 2.0609e-001
stalled 12300407 0 0 1 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 1 1 1 0 0 1 1 1 0 0 1 0 0 0 1 1 1 1 1 0 0 0 0 1 1 1 1 0 1 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0
input_buffers[0].num_writes 12300407 13590 678 624 560 474 388 338 279 402 3900 12241 678 624 570 516 453 374 304 484 3561 10903 678 624 570 516 462 382 311 489 3171 9567 678 624 570 516 436 361 286 439 2785 8227 679 624 552 465 388 313 236 339 2445 6886 704 649 573 517 463 388 311 489 2198 5509 704 650 590 523 463 388 336 539 1812 4132 704 650 596 542 463 384 311 487 1376 2755 704 650 596 542 472 386 311 489 990 1378 704 650 596 542 488 434 380 617 585
input_buffers[0].num_reads 12300407 13568 678 614 528 444 358 306 254 402 3900 12231 678 624 570 507 429 356 279 457 3539 10895 678 624 570 516 436 356 279 457 3139 9555 678 624 570 490 416 331 254 407 2753 8214 678 608 524 444 358 281 204 307 2417 6882 704 630 571 517 442 356 279 457 2169 5509 704 645 577 520 442 356 304 507 1780 4132 704 650 596 522 442 356 279 457 1344 2755 704 650 596 526 442 356 279 457 958 1378 704 650 596 542 488 434 354 587 566
input_buffers[1].num_writes 12300407 0 650 600 525 450 375 325 253 3539 0 0 650 600 550 500 425 350 300 3139 0 0 650 600 550 500 436 364 300 2753 0 0 650 600 550 475 419 350 275 2417 0 0 650 600 525 450 375 300 225 2167 0 0 669 600 550 500 450 375 300 1780 0 0 675 606 550 500 450 375 325 1344 0 0 675 625 575 512 450 375 300 958 0 0 675 625 575 525 450 375 300 564 0 0 675 625 575 525 475 425 375 0 0
input_buffers[1].num_reads 12300407 0 650 575 500 425 350 300 234 3507 0 0 650 600 550 475 400 338 275 3113 0 0 650 600 550 487 414 350 275 2721 0 0 650 600 525 471 400 325 250 2385 0 0 650 575 500 425 350 275 200 2147 0 0 650 600 550 500 425 350 275 1748 0 0 656 600 550 500 425 350 300 1312 0 0 675 625 563 500 425 350 275 926 0 0 675 625 575 500 425 350 275 540 0 0 675 625 575 525 475 425 350 0 0
power_mW 12300407 1.0480e+001 7.6400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 6.0000e+000 1.2860e+001 9.1600e+000 9.0000e+000 1.0260e+001 2.0000e-001 2.0000e-001 2.0000e-001 4.2400e+000 7.2200e+000 1.4040e+001 1.2780e+001 9.3800e+000 2.0000e-001 1.0420e+001 2.0000e-001 2.0000e-001 6.8000e-001 1.2860e+001 1.3280e+001 1.2560e+001 4.4000e+000 4.6600e+000 8.0000e-001 1.0100e+001 2.0000e-001 4.4000e-001 1.2500e+001 1.0880e+001 9.1000e+000 5.6000e-001 2.0000e-001 4.0400e+000 3.9200e+000 1.0040e+001 8.4200e+000 9.9600e+000 1.3180e+001 3.8000e+000 2.9400e+000 5.6000e-001 2.0000e-001 3.0800e+000 3.5600e+000 1.0100e+001 8.3800e+000 6.6600e+000 2.8200e+000 1.5000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.4800e+000 8.3400e+000 1.3040e+001 1.2740e+001 8.4600e+000 2.8400e+000 2.0000e-001 2.0000e-001 2.0000e-001 3.6800e+000 5.6000e-001 3.8000e+000 1.2800e+000 3.9800e+000 1.3380e+001 1.2440e+001 1.2360e+001 3.4000e-001 1.5000e+000 6.9800e+000 3.0200e+000 2.0000e-001 1.7000e+000 8.0800e+000 1.2640e+001 9.2000e-001 2.0000e-001 2.0000e-001 2.0000e-001 4.3200e+000 4.6800e+000 2.0000e-001 2.0000e-001 2.0000e-001 1.2800e+000 4.7000e+000 9.9400e+000 1.3600e+001 8.0000e-001 1.2000e+000 2.9600e+000
activity 12350717 9.9998e-001 6.5613e-004 2.4796e-004 -1.7548e-003 -5.5504e-004 3.7881e-001 1.0126e+000 1.0116e+000 4.1713e-001 1.4877e-002 1.0005e+000 -4.9591e-004 -2.5215e-003 -1.0605e-003 1.0027e+000 1.0087e+000 5.0238e-001 4.7873e-002 1.3521e-001 -2.1210e-003 1.0016e+000 -1.4992e-003 -2.0142e-003 -2.7466e-004 6.1890e-001 8.9043e-001 -8.1444e-004 -1.2722e-003 2.1783e-001 2.4135e-001 1.0049e+000 1.6134e-001 3.2482e-002 9.3889e-001 6.6029e-001 5.1498e-005 -5.7793e-004 1.6403e-004 2.2578e-001 2.2626e-001 8.6803e-001 6.0559e-001 1.3319e-001 1.8793e-001 -8.9264e-004 -4.6158e-004 -1.3485e-003 -1.1826e-004 4.9160e-002 1.8633e-001 9.3079e-002 4.3488e-001 1.0026e+000 8.9914e-001 4.9480e-001 -1.2474e-003 -3.2234e-004 -2.7466e-004 5.7858e-001 2.0029e-001 -4.3182e-003 8.1134e-001 1.0026e+000 1.0147e+000 5.2144e-001 -5.7983e-004 -1.0433e-003 -5.4169e-004 1.9692e-001 2.4808e-001 1.6785e-003 -6.1035e-005 -2.0561e-003 5.8299e-001 3.1841e-001 4.9404e-002 -1.0071e-003 -5.1689e-004 1.1439e-001 1.4757e-001 -1.1101e-003 -1.1635e-003 -9.0790e-004 6.7261e-002 -1.0300e-004 1.0185e-003 -8.8882e-004 -4.1962e-005 -5.1117e-004 -3.5954e-004 -5.9700e-004 -3.3760e-003 -1.1215e-003 -1.4267e-003 -2.5940e-004 4.9591e-005 1.3118e-001 3.8518e-001 2.7880e-001 9.5339e-002
