data_type time_ps proc_0_0 proc_0_1 proc_0_2 proc_0_3 proc_0_4 proc_0_5 proc_0_6 proc_0_7 proc_0_8 proc_0_9 proc_1_0 proc_1_1 proc_1_2 proc_1_3 proc_1_4 proc_1_5 proc_1_6 proc_1_7 proc_1_8 proc_1_9 proc_2_0 proc_2_1 proc_2_2 proc_2_3 proc_2_4 proc_2_5 proc_2_6 proc_2_7 proc_2_8 proc_2_9 proc_3_0 proc_3_1 proc_3_2 proc_3_3 proc_3_4 proc_3_5 proc_3_6 proc_3_7 proc_3_8 proc_3_9 proc_4_0 proc_4_1 proc_4_2 proc_4_3 proc_4_4 proc_4_5 proc_4_6 proc_4_7 proc_4_8 proc_4_9 proc_5_0 proc_5_1 proc_5_2 proc_5_3 proc_5_4 proc_5_5 proc_5_6 proc_5_7 proc_5_8 proc_5_9 proc_6_0 proc_6_1 proc_6_2 proc_6_3 proc_6_4 proc_6_5 proc_6_6 proc_6_7 proc_6_8 proc_6_9 proc_7_0 proc_7_1 proc_7_2 proc_7_3 proc_7_4 proc_7_5 proc_7_6 proc_7_7 proc_7_8 proc_7_9 proc_8_0 proc_8_1 proc_8_2 proc_8_3 proc_8_4 proc_8_5 proc_8_6 proc_8_7 proc_8_8 proc_8_9 proc_9_0 proc_9_1 proc_9_2 proc_9_3 proc_9_4 proc_9_5 proc_9_6 proc_9_7 proc_9_8 proc_9_9
power_mW 5500043 1.0340e+001 7.5200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0100e+001 9.5000e+000 3.9200e+000 2.3400e+000 1.3800e+000 4.4000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 8.8200e+000 8.8800e+000 1.0500e+001 9.3000e+000 6.4200e+000 2.8200e+000 2.3600e+000 2.0000e-001 2.0000e-001 2.0000e-001 4.1600e+000 2.4200e+000 1.3380e+001 1.3040e+001 1.0460e+001 4.8600e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.1600e+000 1.7800e+000 1.3120e+001 1.2980e+001 1.0640e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.8200e+000 7.2800e+000 1.2260e+001 1.2960e+001 1.1600e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 6.8000e-001 5.7200e+000 1.0400e+001 1.0700e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001
activity 5550353 1.0000e+000 7.6775e-001 4.4729e-001 1.1493e-001 3.3164e-002 3.2729e-002 1.1814e-001 -2.0847e-005 -1.2912e-005 -2.0392e-005 2.9179e-001 6.1439e-001 9.1744e-001 7.8238e-001 3.6619e-001 3.3804e-002 1.0998e-001 -2.1413e-005 -1.6987e-006 -9.4101e-006 -6.4697e-003 -1.5278e-003 1.4752e-001 4.5956e-001 7.8325e-001 9.5560e-001 6.2487e-001 -2.3693e-005 2.8312e-006 -1.7509e-005 -1.2573e-002 -6.8665e-004 5.1546e-001 9.3906e-001 1.0082e+000 1.0155e+000 4.7153e-001 -2.3395e-005 -6.4075e-007 -1.0975e-005 -3.4790e-003 -1.8539e-003 -8.4686e-004 -1.1415e-003 4.2159e-001 8.7124e-001 6.3888e-001 -3.1143e-006 -1.0267e-005 -1.2375e-005 -6.4735e-003 -9.0599e-004 -4.6921e-004 -1.3294e-003 7.6962e-004 4.2953e-001 3.9797e-001 -5.1856e-006 -9.2387e-006 -5.9605e-006 -4.2763e-003 -2.0161e-003 -4.3964e-004 -1.9455e-003 -9.8228e-004 -2.6131e-004 -1.9884e-004 -9.2536e-006 -9.1642e-006 -1.8507e-005 -3.6659e-003 -5.8174e-005 -1.5659e-003 -6.1798e-004 4.6444e-004 -4.2391e-004 -1.9884e-004 -9.7156e-006 -1.5855e-005 -4.6194e-007 -1.1082e-003 -9.3842e-004 -7.4768e-004 -6.3038e-004 -6.1035e-005 -4.9448e-004 -1.8477e-004 -9.6858e-007 -4.8056e-006 -5.8785e-006 -6.0272e-004 -3.2825e-003 -9.6607e-004 -1.0061e-003 -1.6022e-004 -1.0109e-003 -2.0885e-004 -1.1683e-005 -6.1840e-007 -1.8775e-006
utilization 5550353 1.0164e+000 7.6795e-001 4.4783e-001 1.1495e-001 3.3191e-002 3.2766e-002 1.1822e-001 -2.0862e-005 -1.2904e-005 -2.0415e-005 2.9213e-001 6.1504e-001 9.1798e-001 7.8323e-001 3.6647e-001 3.3828e-002 1.1000e-001 -2.1413e-005 -1.7062e-006 -9.4101e-006 -6.4697e-003 -1.5278e-003 1.4769e-001 4.5977e-001 7.8347e-001 9.5615e-001 6.2515e-001 -2.3678e-005 2.8312e-006 -1.7531e-005 -1.2581e-002 -6.8474e-004 5.1571e-001 9.3907e-001 1.0085e+000 1.0163e+000 4.7190e-001 -2.3395e-005 -6.4075e-007 -1.0982e-005 -3.4790e-003 -1.8549e-003 -8.4686e-004 -1.1415e-003 4.2172e-001 8.7223e-001 6.5535e-001 -3.1143e-006 -1.0259e-005 -1.2405e-005 -6.4659e-003 -9.0599e-004 -4.6921e-004 -1.3304e-003 7.6962e-004 4.3000e-001 3.9834e-001 -5.1856e-006 -9.2387e-006 -5.9679e-006 -4.2763e-003 -2.0161e-003 -4.4060e-004 -1.9464e-003 -9.8324e-004 -2.6083e-004 -1.9932e-004 -9.2387e-006 -9.1717e-006 -1.8507e-005 -3.6621e-003 -5.7220e-005 -1.5650e-003 -6.1893e-004 4.6539e-004 -4.2343e-004 -1.9908e-004 -9.7156e-006 -1.5862e-005 -4.6939e-007 -1.1082e-003 -9.3842e-004 -7.4768e-004 -6.2943e-004 -6.0081e-005 -4.9496e-004 -1.8477e-004 -9.8348e-007 -4.8056e-006 -5.8860e-006 -6.0272e-004 -3.2845e-003 -9.6607e-004 -1.0061e-003 -1.5926e-004 -1.0118e-003 -2.0909e-004 -1.1683e-005 -6.1840e-007 -1.8924e-006
stalled 5550353 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
input_buffers[0].num_writes 5550353 6146 312 260 194 131 79 27 0 0 0 5508 312 260 208 147 82 27 0 0 0 4896 312 260 208 156 104 52 0 0 0 4284 312 260 208 156 104 52 0 0 0 3672 312 260 208 156 104 52 0 0 0 3060 312 260 208 156 104 52 0 0 0 2448 312 260 208 156 104 52 0 0 0 1836 312 260 208 156 104 52 0 0 0 1224 312 260 208 156 104 52 0 0 0 612 312 260 208 156 104 52 0 0 0
input_buffers[0].num_reads 5550353 6121 312 248 188 131 79 27 0 0 0 5508 312 260 200 136 79 27 0 0 0 4896 312 260 208 156 104 52 0 0 0 4284 312 260 208 156 104 52 0 0 0 3672 312 260 208 156 104 52 0 0 0 3060 312 260 208 156 104 52 0 0 0 2448 312 260 208 156 104 52 0 0 0 1836 312 260 208 156 104 52 0 0 0 1224 312 260 208 156 104 52 0 0 0 612 312 260 208 156 104 52 0 0 0
input_buffers[1].num_writes 5550353 0 300 230 175 125 75 25 0 0 0 0 300 250 199 125 75 25 0 0 0 0 300 250 200 150 100 44 0 0 0 0 300 250 200 150 93 30 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0
input_buffers[1].num_reads 5550353 0 282 225 175 125 75 25 0 0 0 0 300 249 175 125 75 25 0 0 0 0 300 250 200 150 96 32 0 0 0 0 300 250 200 144 80 26 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0
power_mW 5550353 1.0080e+001 1.0320e+001 7.7800e+000 4.2200e+000 2.5800e+000 2.5800e+000 2.3600e+000 2.0000e-001 2.0000e-001 2.0000e-001 8.2800e+000 7.4800e+000 1.0320e+001 1.1600e+001 7.2600e+000 2.9400e+000 2.3600e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.7200e+000 1.2800e+000 3.6200e+000 6.8400e+000 8.8800e+000 1.0900e+001 9.3800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.2800e+000 7.6400e+000 1.2380e+001 1.3120e+001 1.3240e+001 1.1280e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.2800e+000 6.3800e+000 1.1500e+001 1.1200e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 6.8000e-001 5.7800e+000 6.7400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001
activity 5600663 1.0000e+000 3.0825e-001 6.4916e-001 9.4660e-001 7.6968e-001 4.4522e-001 1.1812e-001 6.5714e-006 -1.2681e-005 -4.1500e-006 8.5217e-001 -4.9400e-004 3.0778e-002 1.0060e+000 1.0029e+000 9.2479e-001 2.5144e-001 -2.1026e-005 -1.6689e-006 -9.2313e-006 6.7313e-001 -1.4973e-003 5.9700e-004 -2.0599e-004 -1.1539e-003 8.0781e-002 5.5536e-001 -2.3246e-005 -1.0625e-005 1.3411e-006 4.8316e-001 -6.7329e-004 -1.9245e-003 -5.4646e-004 3.9608e-001 8.4964e-001 5.9724e-001 3.3230e-006 -1.4581e-005 5.8338e-006 3.1501e-001 2.6321e-004 -8.3351e-004 -1.1215e-003 -6.6662e-004 -2.4033e-004 1.6043e-002 -3.0547e-006 3.7327e-006 5.5879e-006 1.3484e-001 -8.8882e-004 -4.6158e-004 -1.3046e-003 -7.7057e-004 -5.3883e-004 -3.9816e-004 -5.1111e-006 -9.0599e-006 -5.8487e-006 2.9678e-003 6.3705e-004 -4.3201e-004 -8.2016e-005 5.0259e-004 -2.5654e-004 -1.9574e-004 -9.0748e-006 -9.0003e-006 -7.8976e-007 1.6594e-003 -2.1505e-003 -1.5364e-003 -6.0749e-004 -7.4959e-004 -4.1580e-004 -1.9574e-004 -9.5367e-006 -6.7800e-007 -1.7263e-005 -1.0891e-003 -9.2125e-004 -7.3624e-004 -6.1989e-004 -1.1678e-003 -4.8494e-004 -1.8167e-004 -2.7373e-005 -4.7237e-006 -5.7817e-006 -5.9319e-004 -6.5041e-004 -9.4700e-004 -9.8705e-004 -1.5736e-004 1.8120e-005 -2.0528e-004 -1.1459e-005 -1.7419e-005 -1.8552e-006
utilization 5600663 9.8370e-001 3.0834e-001 6.4993e-001 9.4682e-001 7.7030e-001 4.4573e-001 1.1819e-001 6.5863e-006 -1.2688e-005 -4.1574e-006 8.5316e-001 -4.9400e-004 3.0795e-002 1.0071e+000 1.0036e+000 9.2543e-001 2.5149e-001 -2.1011e-005 -1.6689e-006 -9.2462e-006 6.7374e-001 -1.4992e-003 5.9700e-004 -2.0599e-004 -1.1549e-003 8.0827e-002 5.5561e-001 -2.3261e-005 -1.0632e-005 1.3337e-006 4.8354e-001 -6.7329e-004 -1.9245e-003 -5.4741e-004 3.9623e-001 8.5034e-001 5.9770e-001 3.3230e-006 -1.4596e-005 5.8487e-006 3.1525e-001 2.6226e-004 -8.3351e-004 -1.1225e-003 -6.6566e-004 -2.4033e-004 -3.3879e-004 -3.0696e-006 3.7327e-006 5.6028e-006 1.3488e-001 -8.8882e-004 -4.6349e-004 -1.3065e-003 -7.7057e-004 -5.3930e-004 -3.9840e-004 -5.1111e-006 -9.0748e-006 -5.8636e-006 2.9716e-003 6.3515e-004 -4.3201e-004 -8.2016e-005 5.0259e-004 -2.5749e-004 -1.9550e-004 -9.0897e-006 -9.0152e-006 -7.8976e-007 1.6556e-003 -2.1524e-003 -1.5383e-003 -6.0844e-004 -7.5054e-004 -4.1628e-004 -1.9526e-004 -9.5516e-006 -6.7800e-007 -1.7263e-005 -1.0910e-003 -9.2125e-004 -7.3433e-004 -6.1989e-004 -1.1692e-003 -4.8590e-004 -1.8144e-004 -2.7373e-005 -4.7237e-006 -5.7742e-006 -5.9223e-004 -6.5041e-004 -9.4891e-004 -9.8896e-004 -1.5831e-004 1.8120e-005 -2.0528e-004 -1.1459e-005 -1.7427e-005 -1.8477e-006
stalled 5600663 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
input_buffers[0].num_writes 5600663 6200 312 260 208 156 104 40 0 0 0 5561 312 260 208 156 104 46 0 0 0 4943 312 260 208 156 104 52 0 0 0 4320 312 260 208 156 104 52 0 0 0 3696 312 260 208 156 104 52 0 0 0 3074 312 260 208 156 104 52 0 0 0 2451 312 260 208 156 104 52 0 0 0 1836 312 260 208 156 104 52 0 0 0 1224 312 260 208 156 104 52 0 0 0 612 312 260 208 156 104 52 0 0 0
input_buffers[0].num_reads 5600663 6175 312 260 208 156 94 34 0 0 0 5557 312 260 208 156 98 43 0 0 0 4934 312 260 208 156 104 52 0 0 0 4310 312 260 208 156 104 52 0 0 0 3688 312 260 208 156 104 52 0 0 0 3065 312 260 208 156 104 52 0 0 0 2448 312 260 208 156 104 52 0 0 0 1836 312 260 208 156 104 52 0 0 0 1224 312 260 208 156 104 52 0 0 0 612 312 260 208 156 104 52 0 0 0
input_buffers[1].num_writes 5600663 0 300 250 200 149 81 25 0 0 0 0 300 250 200 147 82 25 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0
input_buffers[1].num_reads 5600663 0 300 250 199 133 75 25 0 0 0 0 300 250 198 133 75 25 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0 0 300 250 200 150 100 50 0 0 0
power_mW 5600663 1.0600e+001 8.4600e+000 7.8800e+000 1.0380e+001 9.1800e+000 6.0800e+000 2.6200e+000 2.0000e-001 2.0000e-001 2.0000e-001 9.8000e+000 8.0000e-001 1.3800e+000 1.3540e+001 1.3020e+001 1.2120e+001 6.9400e+000 2.0000e-001 2.0000e-001 2.0000e-001 7.8000e+000 2.0000e-001 2.0000e-001 2.0000e-001 1.4000e+000 3.2200e+000 7.8000e+000 2.0000e-001 2.0000e-001 2.0000e-001 5.8800e+000 2.0000e-001 2.0000e-001 6.8000e-001 5.6000e+000 1.1200e+001 1.1540e+001 2.0000e-001 2.0000e-001 2.0000e-001 4.1600e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 4.6000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.4000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 6.8000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001
activity 5650199 1.0000e+000 6.9427e-004 2.2507e-004 3.3632e-002 3.0229e-001 6.1099e-001 8.9601e-001 6.4820e-006 1.7866e-005 1.1668e-005 1.0005e+000 -4.8447e-004 2.1706e-003 2.5672e-001 7.7041e-001 9.9339e-001 5.1891e-001 3.1322e-005 -1.6391e-006 7.8604e-006 9.9834e-001 3.3798e-003 5.8556e-004 -2.0313e-004 1.7195e-003 5.8508e-004 2.3961e-004 3.2768e-005 2.8461e-006 1.3039e-006 9.9546e-001 1.8082e-003 2.3861e-003 1.4687e-003 7.5054e-004 1.0290e-003 1.9932e-004 3.2485e-006 1.3337e-005 5.7295e-006 9.9570e-001 2.5749e-004 1.6594e-003 6.5994e-004 9.0504e-004 7.4244e-004 3.7026e-004 -3.0100e-006 3.6731e-006 5.5060e-006 9.9804e-001 1.7719e-003 -4.5395e-004 6.8474e-004 7.5722e-004 4.5872e-004 2.7251e-004 -5.0068e-006 4.7535e-006 1.1653e-005 9.4459e-001 6.2561e-004 -4.2343e-004 1.7309e-003 4.9305e-004 7.9393e-004 1.6665e-004 1.6689e-005 2.0280e-005 1.6466e-005 7.7721e-001 2.0380e-003 2.2898e-003 1.1168e-003 4.5967e-004 6.0844e-004 1.6665e-004 1.3947e-005 1.4119e-005 1.6354e-005 5.9262e-001 1.0080e-003 1.2999e-003 1.2846e-003 1.0495e-003 3.8433e-004 1.9169e-004 2.5481e-005 -4.6268e-006 1.0632e-005 4.2542e-001 2.6532e-001 3.6113e-002 2.3727e-003 -1.5450e-004 1.7643e-005 1.4567e-004 1.6153e-005 1.6212e-005 -1.8179e-006
